9,5.34704033188037,1,8,3,3,2,1,10,10,10,10,2,9,10,10,6,9,10,10,4,10,90,0,83,89,81,21,6,10,71,71,89,82,8,73,5,0,7,6,46,1,7,5
3,2.79014078003207,1,7,3,3,2,1,10,4,5,4,2,6,6,8,6,6,8,9,5,10,50,29,50,0,0,28,3.5,5,50,50,31,10,40,70,6,4,8,5,7,2,3,3
7,4.88369546246,1,3,2,1,1,7,9,9,9,10,2,8,7,8,7,8,9,9,4,9,52,100,81,51,17,6,5,7,95,74,41,32,89,54,6,6,7,6,11,2,3,2
6,5.99001966522606,1,10,2,2,2,1,10,8,9,10,2,7,9,8,6,8,9,8,4,10,98,10,71,98,37,90,5,5,99,50,99,79,68,95,8,2,9,7,35,2,4,3
3,3.29470198354061,-1,2,3,1,2,1,10,10,9,9,2,9,7,9,3,5,8,9,4,10,19,70,100,2,60,10,1,4,90,90,90,10,50,10,10,5,3,7,12,2,6,1
2.5,5.12916053292918,-1,1,3,4,2,1,10,7,8,10,2,7,9,8,1,4,8,3,4,8,35,23,93,69,0,0,2,6,89,93,42,11,25,15,0,0,9,7,16,1,3,1
5,0.438040703707724,1,2,3,1,2,1,10,8,7,9,2,4,8,5,0,6,7,0,4,10,100,0,81,90,6,6,5,5,80,60,91,50,50,50,6,4,6,7,32,2,1,4
3,6.33166425849695,-1,8,3,5,2,1,10,0,8,9,1,9,9,9,1,2,9,9,2,9,50,61,60,71,50,50,1,2,91,50,51,19,50,50,1,1,8,2,6,1,3,2
5.5,3.67497557663113,1,8,3,2,2,1,10,5,8,8,2,10,8,8,1,7,9,8,2,9,70,81,71,50,9,9,4,7,30,80,80,71,70,51,9,10,7,6,10,1,2,2
4.5,3.47983379974182,1,7,4,3,2,1,10,10,10,9,3,8,10,9,4,8,10,10,6,9,50,0,89,14,0,74,8.5,10,89,100,61,1,50,41,4,4,7,7,14,2,3,4
4,9.8557016496408,-1,8,3,2,2,1,10,8,8,9,2,7,9,9,8,8,8,8,5,9,30,10,92,91,91,16,6,4,63,31,84,49,91,91,4,7,6,5,22,1,3,1
10,9.07138494660311,1,6,3,3,2,1,10,7,5,10,2,8,10,8,6,7,7,8,6,10,100,20,41,41,11,11,8,20,60,60,81,41,41,61,3,6,7,6,8,1,3,1
2,12.5423468536924,-1,8,3,4,2,1,10,7,6,8,1,8,9,7,2,3,7,7,4,8,83,22,11,50,6,51,1.25,4,91,62,64,46,33,35,5,3,8,6,37,1,3,3
6,3.36282470945404,1,10,4,4,2,1,10,6,7,8,2,6,8,7,5,6,7,8,4,10,81,20,89,50,0,0,10,20,71,70,70,81,50,29,1,2,8,6,21,2,1,3
2,7.72287393699267,-1,5,2,1,2,1,10,8,6,8,1,8,8,9,2,5,9,10,2,10,50,11,100,21,21,20,0,1,100,60,50,49,50,39,8,10,8,2,29,1,1,2
6.5,2.74293080119121,1,7,4,2,2,1,10,10,9,9,3,9,8,9,4,8,9,8,3,8,90,31,78,85,28,82,3,6.5,66,31,84,51,40,83,1,0,6,6,23,1,1,6
5,2.54484882335249,1,0,2,3,2,1,10,6,6,9,2,6,9,7,0,5,8,6,5,8,51,100,81,50,1,51,5,6,68,68,8,0,32,0,8,1,1,7,17,2,6,3
4,7.90484627289598,-1,5,3,2,2,1,10,5,9,7,2,5,8,7,1,3,8,2,3,7,50,54,76,15,61,40,2,15,70,50,49,0,31,11,4,2,7,7,9,2,2,3
5,3.97717675009222,1,3,3,6,2,1,10,9,9,9,2,9,9,9,3,9,9,5,2,9,70,1,59,100,1,60,5,10,40,30,70,50,70,20,6,4,8,2,39,2,2,1
4.75,3.16963317707372,1,5,3,6,2,1,10,10,10,10,2,10,10,10,3,10,10,10,3,10,51,40,100,100,52,0,5,5,61,62,40,0,50,0,10,10,6,7,36,2,3,9
5,4.41378744431106,1,9,5,1,2,1,10,10,8,8,2,5,9,6,1,5,6,1,4,8,70,19,66,71,40,81,8,12,30,31,50,49,60,61,1,0,5,7,21,2,3,7
1,1.26751074938535,-1,3,2,6,2,1,10,2,5,7,1,8,5,5,0,0,8,8,2,10,30,26,90,90,2,21,0,6,17,90,86,8,8,2,5,0,4,6,30,1,2,1
2,1.16473039717709,1,5,3,3,2,1,10,5,6,5,1,3,6,5,0,4,5,1,3,10,69,29,70,29,9,1,2,10,91,50,50,81,80,80,4,2,3,7,28,1,1,4
5,1.60636720447969,1,3,2,6,2,1,10,10,10,10,3,10,10,10,10,10,10,10,6,10,90,50,80,80,0,30,2,5,100,71,50,81,81,29,9,7,1,7,44,2,1,2
5,6.46457378786286,-1,6,1,1,2,1,10,9,9,8,2,7,9,9,8,8,9,8,4,8,81,10,50,50,0,0,2,5,61,71,70,10,10,70,6,6,7,7,34,2,1,8
3,1.80573806615689,1,10,4,4,2,1,10,9,10,9,2,10,10,10,1,10,10,10,2,10,70,0,84,95,89,1,2,10,84,28,57,12,64,56,10,9,3,5,30,2,6,5
